title,artist,cover,year,id,hasSleeve
Tigerblood Jewel,Virginia Highway,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224173.jpeg,Fiery,americana,TRUE
Phantogram,Voices,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224166.jpeg,Yearning,americana,TRUE
BROS,Vol. 1,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC03032412.jpeg,Fiery,alt country-americana-outlaw country,TRUE
Dan Auerbach,Waiting on a Song,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC9906929.jpeg,Sensual,classical piano-classical-classical piano-classical,TRUE
James McMurtry,Walk Between The Raindrops,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC9908.jpeg,Fiery,classical piano-classical-classical piano-classical,TRUE
Macadam Crocodile,Walk Faster,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324144.jpeg,Romantic,alt country-americana-roots rock,TRUE
Nym,Warm Blooded Lizard,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC9906922.jpeg,Stirring,classical piano-classical-classical piano-classical,TRUE
Nym,Warm Blooded Lizard,https://i.scdn.co/image/ab67616d0000b273be62277d6c65d30d900cc264,Fiery,free jazz-jazz-free jazz-jazz,TRUE
Van Morrison,Wavelength,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324149.jpeg,Romantic,alt country-americana-roots rock,TRUE
Madeleine Peyroux,We Might As Well Dance,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90039.jpeg,Empowering,americana-bluegrass-alt country-folk-southern gothic,TRUE
Zac Brown Band,Welcome Home,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC99022.jpeg,Yearning,americana-folk-alt country,TRUE
Zac Brown Band,Welcome Home,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC99049.jpeg,Yearning,art rock,TRUE
Elizabeth Cook,Welder,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224137.jpeg,Fiery,americana,TRUE
Deren Ney,West Coast Mama,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241159.jpeg,Tender,alt country-americana-outlaw country,TRUE
Bedouin Soundclash& Frank Turner,When the Night Feels My Song (Reimagined),https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241150.jpeg,Sensual,alt country-americana-bluegrass,TRUE
Xavier Rudd,White Moth,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324136.jpeg,Empowering,alt country-americana-roots rock,TRUE
Ben Harper,Wide Open Light,https://i.scdn.co/image/ab67616d0000b2735b185beba1355d28b933120f,Fiery,edm-dance,TRUE
Tom Petty,Wildflowers,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324180.jpeg,Rowdy,alt country-americana-roots rock-country rock,TRUE
Tom Petty,Wildflowers,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC11022418.jpeg,Sophisticated,americana-alt country,TRUE
The Wailin' Jennys,Wildflowers,https://i.scdn.co/image/ab67616d0000b273a793f7bebe661707202a2c3f,Fiery,french jazz-chanson-lounge,TRUE
Kormac,Word Play,https://i.scdn.co/image/ab67616d0000b2731ff7cd707a5067860908e2ae,Sensual,french jazz-chanson-lounge,TRUE
Mister Modo& Ugly Mac Beer,World Hop! (Parigo No. 17),https://i.scdn.co/image/ab67616d0000b273e1647d4b9f1824969de24507,Stirring,djent-progressive metal-progressive rock,TRUE
Pomplamoose& KT Tunstall,Worst of 2020,https://i.scdn.co/image/ab67616d0000b273e96a0ca1d1096d26722a25ad,Yearning,french jazz-chanson-lounge,TRUE
WZRD,WZRD,https://i.scdn.co/image/ab67616d0000b27384e74436f9a25c8d0ba95213,Yearning,country-classic country,TRUE
The Felice Brothers,Yonder Is The Clock,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224199.jpeg,Fiery,americana-alt country,TRUE
Valerie June,You And I (Moon And Stars / Acoustic),https://i.scdn.co/image/ab67616d0000b273d5c49d71d1af4b998250568e,Peaceful,gnawa,TRUE
The Secret Sisters,You Don't Own Me Anymore,https://i.scdn.co/image/ab67616d0000b2737fe6d5f4404e8e1f19e07ebb,Yearning,classical piano-classical-classical-classical piano,TRUE
Sara Watkins,Young In All The Wrong Ways,https://i.scdn.co/image/ab67616d0000b2737c4d062f699679bcb6853a8d,Romantic,djent-progressive metal-progressive rock,TRUE
Umphrey's McGee,ZONKEY,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224171.jpeg,Fiery,americana,TRUE
